"","sssdistrict","ssslong","ssslat"
"1022","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1023","Tema",-0.0500882156193256,5.69031476974487
"1024","Tema",-0.0500882156193256,5.69031476974487
"1025","Bolgatanga",-0.880232632160187,10.7424564361572
"1026","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1027","West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"1028","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1029","Jaman (Drobo)",-2.7593035697937,7.68309593200684
"1030","Tamale",-0.784348249435425,9.38335132598877
"1031","South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1032","Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1033","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"1034","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685
"1035","Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1036","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1037","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1038","Builsa (Sandema)",-1.33749449253082,10.5570726394653
"1039","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1040","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"1041","Asunafo (Goaso)",-2.68374562263489,6.80908823013306
"1042","Builsa (Sandema)",-1.33749449253082,10.5570726394653
"1043","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"1044","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1045","Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439
"1046","Kpando",0.267385125160217,6.89685153961182
"1047","Sunyani",-2.3274233341217,7.34467792510986
"1048","Bolgatanga",-0.880232632160187,10.7424564361572
"1049","Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1050","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1051","Accra Metropolitan",-0.197115257382393,5.6073956489563
"1052","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1053","Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"1054","Akatsi",0.842700481414795,6.20688915252686
"1055","Berekum",-2.63174390792847,7.50356483459473
"1056","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1057","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1058","Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439
"1059","Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"1060","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"1061","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1062","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1063","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"1064","Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"1065","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1066","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"1067","Sunyani",-2.3274233341217,7.34467792510986
"1068","Tano (Bechem)",-2.02141523361206,7.18365907669067
"1069","Kumasi Metro",-1.59718716144562,6.68205976486206
"1070","Kumasi Metro",-1.59718716144562,6.68205976486206
"1071","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1072","West Gonja (Damongo)",-1.70040583610535,9.50565147399902
"1073","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1074","Hohoe",0.466238558292389,7.03059482574463
"1075","Ho Municipal",0.526142239570618,6.71760702133179
"1076","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"1077","Keta",0.853055775165558,5.90746402740479
"1078","Sunyani",-2.3274233341217,7.34467792510986
"1079","South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1080","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1081","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"1082","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1083","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"1084","Accra Metropolitan",-0.197115257382393,5.6073956489563
"1085","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1086","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1087","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1088","Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"1089","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"1090","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"1091","Ketu (Denu)",1.03270864486694,6.11122751235962
"1092","Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"1093","Akatsi",0.842700481414795,6.20688915252686
"1094","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1095","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"1096","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1097","Kpando",0.267385125160217,6.89685153961182
"1098","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"1099","Keta",0.853055775165558,5.90746402740479
"1100","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1101","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1102","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1103","Wa Municipal",-2.28503036499023,10.0306215286255
"1104","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1105","Tema",-0.0500882156193256,5.69031476974487
"1106","Kpando",0.267385125160217,6.89685153961182
"1107","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"1108","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1109","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1110","Tema",-0.0500882156193256,5.69031476974487
"1111","Kadjebi",0.496497511863708,7.72158908843994
"1112","Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1113","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1114","Asunafo (Goaso)",-2.68374562263489,6.80908823013306
"1115","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"1116","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1117","East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"1118","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"1119","Kumasi Metro",-1.59718716144562,6.68205976486206
"1120","Keta",0.853055775165558,5.90746402740479
"1121","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1122","Agona Swedru",-0.755242526531219,5.61735343933105
"1123","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1124","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"1125","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1126","Jomoro (Half Assini)",-2.80322027206421,5.06950759887695
"1127","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1128","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1129","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1130","Tamale",-0.784348249435425,9.38335132598877
"1131","Nkoranza",-1.51597356796265,7.66436910629272
"1132","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"1133","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1134","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"1135","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"1136","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1137","Hohoe",0.466238558292389,7.03059482574463
"1138","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"1139","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"1140","Nkwanta",0.40209686756134,8.32355308532715
"1141","Techiman",-1.94484198093414,7.67761468887329
"1142","Jaman (Drobo)",-2.7593035697937,7.68309593200684
"1143","Berekum",-2.63174390792847,7.50356483459473
"1144","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"1145","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616
"1146","Hohoe",0.466238558292389,7.03059482574463
"1147","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"1148","Kadjebi",0.496497511863708,7.72158908843994
"1149","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"1150","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"1151","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1152","Kete Krachie",-0.0899035781621933,8.05344390869141
"1153","Kpando",0.267385125160217,6.89685153961182
"1154","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"1155","Nkwanta",0.40209686756134,8.32355308532715
"1156","Bolgatanga",-0.880232632160187,10.7424564361572
"1157","Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991
"1158","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1159","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1160","Tamale",-0.784348249435425,9.38335132598877
"1161","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1162","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1163","East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"1164","Wenchi",-1.94484198093414,7.67761468887329
"1165","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1166","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"1167","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1168","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"1169","West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"1170","Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1171","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1172","Tamale",-0.784348249435425,9.38335132598877
"1173","Kpando",0.267385125160217,6.89685153961182
"1174","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1175","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"1176","Ho Municipal",0.526142239570618,6.71760702133179
"1177","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"1178","Offinso",-1.89086854457855,7.34876441955566
"1179","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1180","Agona Swedru",-0.755242526531219,5.61735343933105
"1181","Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"1182","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"1183","Akatsi",0.842700481414795,6.20688915252686
"1184","Wa Municipal",-2.28503036499023,10.0306215286255
"1185","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"1186","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1187","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1188","Kintampo",-1.54442632198334,8.37111854553223
"1189","Ketu (Denu)",1.03270864486694,6.11122751235962
"1190","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1191","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1192","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1193","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"1194","Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1195","East Mamprusi (Gambaga)",-0.41415736079216,10.4712734222412
"1196","Tamale",-0.784348249435425,9.38335132598877
"1197","Kumasi Metro",-1.59718716144562,6.68205976486206
"1198","Bongo",-0.787704288959503,10.9241199493408
"1199","Ho Municipal",0.526142239570618,6.71760702133179
"1200","Keta",0.853055775165558,5.90746402740479
"1201","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1202","Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"1203","Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1204","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"1205","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1206","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"1207","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1208","Hohoe",0.466238558292389,7.03059482574463
"1209","Keta",0.853055775165558,5.90746402740479
"1210","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1211","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"1212","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1213","West Gonja (Damongo)",-1.70040583610535,9.50565147399902
"1214","Techiman",-1.94484198093414,7.67761468887329
"1215","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"1216","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"1217","Sene (Kwame Danso)",-0.348857820034027,7.72152233123779
"1218","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"1219","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1220","Dangme East (Ada)",0.106862179934978,5.91473388671875
"1221","Keta",0.853055775165558,5.90746402740479
"1222","Nadowli",-2.42762446403503,10.362509727478
"1223","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"1224","Bongo",-0.787704288959503,10.9241199493408
"1225","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"1226","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1227","Accra Metropolitan",-0.197115257382393,5.6073956489563
"1228","Ho Municipal",0.526142239570618,6.71760702133179
"1229","Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1230","East Mamprusi (Gambaga)",-0.41415736079216,10.4712734222412
"1231","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1232","Kintampo",-1.54442632198334,8.37111854553223
"1233","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"1234","Bongo",-0.787704288959503,10.9241199493408
"1235","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1236","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"1237","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1238","Tema",-0.0500882156193256,5.69031476974487
"1239","Bawku West (Zebilla)",-0.478857457637787,10.8185272216797
"1240","Builsa (Sandema)",-1.33749449253082,10.5570726394653
"1241","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"1242","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1243","Keta",0.853055775165558,5.90746402740479
"1244","Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"1245","Keta",0.853055775165558,5.90746402740479
"1246","Kintampo",-1.54442632198334,8.37111854553223
"1247","Bolgatanga",-0.880232632160187,10.7424564361572
"1248","Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"1249","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1250","Atebubu",-1.0652015209198,7.67559051513672
"1251","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"1252","Kpando",0.267385125160217,6.89685153961182
"1253","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1254","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1255","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1256","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"1257","Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616
"1258","Keta",0.853055775165558,5.90746402740479
"1259","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1260","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"1261","South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1262","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"1263","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1264","Wa Municipal",-2.28503036499023,10.0306215286255
"1265","Berekum",-2.63174390792847,7.50356483459473
"1266","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1267","Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1268","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"1269","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"1270","Wa Municipal",-2.28503036499023,10.0306215286255
"1271","Sunyani",-2.3274233341217,7.34467792510986
"1272","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1273","South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1274","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1275","Hohoe",0.466238558292389,7.03059482574463
"1276","Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"1277","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"1278","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1279","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1280","East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"1281","Tamale",-0.784348249435425,9.38335132598877
"1282","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"1283","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1284","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"1285","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"1286","Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"1287","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1288","Tamale",-0.784348249435425,9.38335132598877
"1289","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1290","Atebubu",-1.0652015209198,7.67559051513672
"1291","Akatsi",0.842700481414795,6.20688915252686
"1292","East Mamprusi (Gambaga)",-0.41415736079216,10.4712734222412
"1293","Tamale",-0.784348249435425,9.38335132598877
"1294","Tema",-0.0500882156193256,5.69031476974487
"1295","Bole",-2.26667523384094,8.62969589233398
"1296","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"1297","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1298","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1299","Akatsi",0.842700481414795,6.20688915252686
"1300","Ketu (Denu)",1.03270864486694,6.11122751235962
"1301","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685
"1302","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1303","Lawra",-2.80094122886658,10.5463981628418
"1304","Ho Municipal",0.526142239570618,6.71760702133179
"1305","Atebubu",-1.0652015209198,7.67559051513672
"1306","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231
"1307","Ho Municipal",0.526142239570618,6.71760702133179
"1308","Tamale",-0.784348249435425,9.38335132598877
"1309","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"1310","Keta",0.853055775165558,5.90746402740479
"1311","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1312","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"1313","Accra Metropolitan",-0.197115257382393,5.6073956489563
"1314","Akatsi",0.842700481414795,6.20688915252686
"1315","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1316","Akatsi",0.842700481414795,6.20688915252686
"1317","Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"1318","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1319","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1320","Hohoe",0.466238558292389,7.03059482574463
"1321","Bolgatanga",-0.880232632160187,10.7424564361572
"1322","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1323","Hohoe",0.466238558292389,7.03059482574463
"1324","Keta",0.853055775165558,5.90746402740479
"1325","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"1326","Sene (Kwame Danso)",-0.348857820034027,7.72152233123779
"1327","Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"1328","Hohoe",0.466238558292389,7.03059482574463
"1329","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"1330","Kete Krachie",-0.0899035781621933,8.05344390869141
"1331","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1332","Keta",0.853055775165558,5.90746402740479
"1333","Tano North",-2.17906522750854,7.17709350585938
"1334","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1335","Wa Municipal",-2.28503036499023,10.0306215286255
"1336","Nkwanta",0.40209686756134,8.32355308532715
"1337","Kadjebi",0.496497511863708,7.72158908843994
"1338","Kadjebi",0.496497511863708,7.72158908843994
"1339","Birim North ( New Abirem)",-1.02167463302612,6.22278738021851
"1340","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"1341","Ho Municipal",0.526142239570618,6.71760702133179
"1342","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1343","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"1344","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"1345","Ho Municipal",0.526142239570618,6.71760702133179
"1346","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"1347","Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"1348","Tamale",-0.784348249435425,9.38335132598877
"1349","Wenchi",-1.94484198093414,7.67761468887329
"1350","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"1351","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1352","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"1353","Bolgatanga",-0.880232632160187,10.7424564361572
"1354","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"1355","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1356","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1357","Tema",-0.0500882156193256,5.69031476974487
"1358","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1359","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"1360","Hohoe",0.466238558292389,7.03059482574463
"1361","Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"1362","Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1363","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"1364","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"1365","Bawku West (Zebilla)",-0.478857457637787,10.8185272216797
"1366","Ho Municipal",0.526142239570618,6.71760702133179
"1367","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1368","Sunyani",-2.3274233341217,7.34467792510986
"1369","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1370","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1371","Hohoe",0.466238558292389,7.03059482574463
"1372","Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"1373","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"1374","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1375","Kumasi Metro",-1.59718716144562,6.68205976486206
"1376","Ho Municipal",0.526142239570618,6.71760702133179
"1377","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1378","Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"1379","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1380","Wenchi",-1.94484198093414,7.67761468887329
"1381","Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1382","Kpando",0.267385125160217,6.89685153961182
"1383","Kintampo",-1.54442632198334,8.37111854553223
"1384","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1385","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1386","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1387","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1388","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1389","West Gonja (Damongo)",-1.70040583610535,9.50565147399902
"1390","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"1391","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"1392","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"1393","Kintampo",-1.54442632198334,8.37111854553223
"1394","Tano (Bechem)",-2.02141523361206,7.18365907669067
"1395","North Tongu (Adidome)",0.407175898551941,6.13318634033203
"1396","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1397","Kpando",0.267385125160217,6.89685153961182
"1398","Kintampo",-1.54442632198334,8.37111854553223
"1399","Tema",-0.0500882156193256,5.69031476974487
"1400","Keta",0.853055775165558,5.90746402740479
"1401","Tano (Bechem)",-2.02141523361206,7.18365907669067
"1402","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"1403","Kumasi Metro",-1.59718716144562,6.68205976486206
"1404","Hohoe",0.466238558292389,7.03059482574463
"1405","Kadjebi",0.496497511863708,7.72158908843994
"1406","Asunafo (Goaso)",-2.68374562263489,6.80908823013306
"1407","Lawra",-2.80094122886658,10.5463981628418
"1408","Atebubu",-1.0652015209198,7.67559051513672
"1409","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"1410","Accra Metropolitan",-0.197115257382393,5.6073956489563
"1411","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1412","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"1413","Berekum",-2.63174390792847,7.50356483459473
"1414","Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"1415","Tema",-0.0500882156193256,5.69031476974487
"1416","West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"1417","Ho Municipal",0.526142239570618,6.71760702133179
"1418","Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"1419","Sene (Kwame Danso)",-0.348857820034027,7.72152233123779
"1420","Ketu (Denu)",1.03270864486694,6.11122751235962
"1421","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"1422","Hohoe",0.466238558292389,7.03059482574463
"1423","Kumasi Metro",-1.59718716144562,6.68205976486206
"1424","Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"1425","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231
"1426","Juaboso Bia (Juaboso)",-2.92668342590332,6.35921287536621
"1427","Akatsi",0.842700481414795,6.20688915252686
"1428","Akatsi",0.842700481414795,6.20688915252686
"1429","Sunyani",-2.3274233341217,7.34467792510986
"1430","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"1431","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1432","South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1433","Tamale",-0.784348249435425,9.38335132598877
"1434","East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"1435","Ketu (Denu)",1.03270864486694,6.11122751235962
"1436","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"1437","Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"1438","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"1439","East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"1440","Keta",0.853055775165558,5.90746402740479
"1441","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"1442","Nkwanta",0.40209686756134,8.32355308532715
"1443","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"1444","Atebubu",-1.0652015209198,7.67559051513672
"1445","Nadowli",-2.42762446403503,10.362509727478
"1446","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
